"species","stateProvince","decimalLatitude","decimalLongitude"
"Fimbristylis ovata","New South Wales",-29.12,153.45
"Goodenia mystrophylla","New South Wales",-29.15,153.45
"Acacia melanoxylon","Victoria",-38.4253,146.7442
"Ptilotus nobilis","New South Wales",-29.13,149.47
"Atriplex semibaccata","New South Wales",-29.32,145.83
"Eucalyptus loxophleba","Western Australia",-27.93,114.68
"Solanum oligacanthum","South Australia",-28.5,138.6936
"Corymbia papillosa","Northern Territory",-12.6333,135.1833
"Ozothamnus secundiflorus","New South Wales",-36.37,148.28
"Chenopodium auricomum","New South Wales",-29.22,144.18
"Brunonia australis","New South Wales",-33.93,145.9
"Lygodium microphyllum","Northern Territory",-12.12,134.18
"Dissocarpus paradoxus","New South Wales",-34.88,143.43
"Acacia pilligaensis","New South Wales",-31.27,149.28
"Eucalyptus crebra","Queensland",-26.6,150.58
"Atriplex nummularia","New South Wales",-34.35,144.27
"Eucalyptus ovata","Victoria",-37.43,145.72
"Myoporum platycarpum","New South Wales",-34.42,143.28
"Eucalyptus cullenii","Queensland",-16.75,145.33
"Leucopogon lanceolatus","New South Wales",-28.47,153.55
"Cyperus betchei","Northern Territory",-22.43,130.7
"Acacia peuce","Queensland",-25.9,139.35
"Murdannia graminea","New South Wales",-30.4542,149.8872
"Stackhousia monogyna","Australian Capital Territory",-35.57,148.78
"Leptospermum epacridoideum","New South Wales",-34.9,150.58
"Epilobium hirtigerum","Australian Capital Territory",-35.7,148.8
"Acacia peuce","Queensland",-25.9,139.35
"Xerochrysum bracteatum","New South Wales",-33.92,145.97
"Sclerolaena eriacantha","New South Wales",-32,142.45
"Enneapogon polyphyllus","Queensland",-23.58,147.67
"Grevillea sericea","New South Wales",-33.3953,150.7539
"Solanum americanum","Queensland",-28.3083,152.925
"Sorghum stipoideum","Western Australia",-15.35,124.32
"Amyema congener","New South Wales",-32.52,152.32
"Carex incomitata","Australian Capital Territory",-35.7,148.8
"Acacia subtilinervis","New South Wales",-34.9,150.58
"Eucalyptus crebra","Queensland",-17.57,144.97
"Zeuxine oblonga","New South Wales",-28.53,153.53
"Sclerolaena glabra","New South Wales",-29.73,142.82
"Eucalyptus glaucina","New South Wales",-32.37,151.55
"Goodenia virgata","Northern Territory",-22.85,132.55
"Fimbristylis nutans","New South Wales",-29.13,153.43
"Hardenbergia violacea","Victoria",-37.2992,146.1356
"Exocarpos cupressiformis","New South Wales",-33.42,147.32
"Dawsonia superba","New South Wales",-28.48,152.78
"Bossiaea ensata","New South Wales",-30.9,153.08
"Eucalyptus populnea","New South Wales",-34.02,145.72
"Euphorbia wheeleri","Queensland",-25.6,139.75
"Austrocallerya megasperma","New South Wales",-28.47,152.53
"Homoranthus tropicus","Queensland",-15.65,144.52
"Hibbertia cistiflora","New South Wales",-33.6597,150.2569
"Prostanthera hindii","New South Wales",-32.8625,150.1931
"Blumea saxatilis","Northern Territory",-12.82,136.48
"Atriplex leptocarpa","New South Wales",-29.97,146.87
"Gastridium phleoides","Victoria",-37.6672,145.8997
"Pogonatum neesii","New South Wales",-28.48,152.78
"Ulva intestinalis","Queensland",-16.4133,145.4094
"Plantago debilis","New South Wales",-33.73,150.33
"Atriplex holocarpa","South Australia",-29.65,138.07
"Cyathea robertsiana","Queensland",-16.47,145.38
"Philotheca linearis","New South Wales",-32.47,143.92
"Setaria constricta","New South Wales",-33.2,143.67
"Rhodanthe laevis","New South Wales",-30.48,146.87
"Iseilema membranaceum","Northern Territory",-22.32,131.32
"Acacia aneura","New South Wales",-30.08,146.87
"Hibbertia oxycraspedota","New South Wales",-34.3,150.9
"Byblis liniflora","Queensland",-22.92,150.67
"Olearia erubescens","New South Wales",-35.3506,150.2667
"Olearia tubuliflora","South Australia",-35.05,138.75
"Tephrosia porrecta","Northern Territory",-12.63,130.48
"Stylidium lineare","New South Wales",-33.6,151.27
"Austrocallerya megasperma","New South Wales",-28.92,153.42
"Atriplex muelleri","Queensland",-27.1,149.08
"Eucalyptus cloeziana","Queensland",-26.13,152.83
"Acacia holosericea","Queensland",-19.33,144.75
"Acacia obliquinervia","New South Wales",-36.27,148.33
"Thryptomene hexandra","New South Wales",-29.8406,146.3208
"Xerochrysum bracteatum","New South Wales",-34.45,150.42
"Rytidosperma monticola","New South Wales",-33.82,150.27
"Geranium retrorsum","New South Wales",-35.15,149.95
"Eucalyptus viminalis","South Australia",-34.88,138.93
"Acacia sertiformis","New South Wales",-32.45,150.27
"Acacia aureocrinita","New South Wales",-35.15,150
"Tripladenia cunninghamii","Queensland",-27.32,152.77
"Acacia decurrens","New South Wales",-34.25,150.58
"Atriplex velutinella","South Australia",-30.27,139.27
"Acacia mitchellii","Victoria",-37.24642,142.36422
"Stylidium graminifolium","New South Wales",-32.12,152.37
"Acacia conferta","Queensland",-28.53,150.88
"Actinotus minor","New South Wales",-35.37,150.05
"Acacia linifolia","New South Wales",-32.8,150.9
"Cassytha filiformis","New South Wales",-29.1,153.43
"Terminalia pterocarya","Northern Territory",-14.87,135.73
"Triodia irritans","South Australia",-32.38,135.53
"Eragrostis brownii","New South Wales",-32.03,150.73
"Brachyscome aculeata","New South Wales",-35.88,148.45
"Goodenia faucium","Northern Territory",-23.28,131.3
"Lindsaea ensifolia","Northern Territory",-11.18,136.73
"Persoonia chamaepeuce","Australian Capital Territory",-35.52,148.78
"Doodia aspera","New South Wales",-31.4433,152.9272
"Digitaria parviflora","New South Wales",-32.7,150.97
"Elaeocarpus reticulatus","New South Wales",-35.62,150.28
"Goodenia paradoxa","New South Wales",-36.77,148.13
"Hibbertia crinita","New South Wales",-31.93,149.02
"Allocasuarina nana","New South Wales",-35.32,150.17
"Dawsonia polytrichoides","New South Wales",-28.57,153.27
"Kunzea obovata","New South Wales",-29.32,151.7
"Aristida hygrometrica","Northern Territory",-20.63,135.17
"Stenopetalum sphaerocarpum","Western Australia",-26.15,113.22
"Eucalyptus odorata","South Australia",-34.9,138.68
"Leptospermum parvifolium","New South Wales",-30.77,149.5
"Corymbia terminalis","Queensland",-17.33,144.67
"Xyris complanata","New South Wales",-29.13,153.43
"Leptospermum arachnoides","New South Wales",-36.47,149.8
"Grevillea caleyi","New South Wales",-33.68,151.22
"Ozothamnus alpinus","New South Wales",-36.4253,149.3264
"Sclerolaena symoniana","Western Australia",-24.33,128.55
"Platycerium bifurcatum","New South Wales",-32.13,151.38
"Pimelea humilis","Victoria",-37.6206,145.2172
"Juncus planifolius","Queensland",-23.87,149.23
"Alstonia mollis","New South Wales",-29.13,148.47
"Xanthorrhoea minor","New South Wales",-33.67,150.73
"Brachyscome aculeata","New South Wales",-35.88,148.45
"Utricularia lateriflora","New South Wales",-35.12,150.35
"Atriplex muelleri","Queensland",-24.87,146.25
"Pteris tremula","New South Wales",-35.72,149.97
"Erechtites quadridentata","New South Wales",-32.45,142.38
"Paractaenum novae-hollandiae","Western Australia",-26.15,113.22
"Acacia asparagoides","New South Wales",-33.48,150.17
"Grevillea baueri","New South Wales",-35.2,150.07
"Bracteantha subundulata","New South Wales",-36.3,148.4
"Brachyscome rigidula","New South Wales",-35.88,148.45
"Exocarpos strictus","New South Wales",-32.97,149.85
"Leptospermum laevigatum","Victoria",-38.8953,145.9214
"Eucalyptus macrorhyncha","New South Wales",-33.18,150.02
"Smithia conferta","Northern Territory",-12.75,136.83
"Pimelea flava","New South Wales",-33.6294,146.5514
"Vigna lanceolata","Northern Territory",-23.28,137.72
"Celastrus australis","New South Wales",-34.4,150.85
"Persicaria maculosa","Victoria",-36.9125,145.64
"Corymbia foelscheana","Northern Territory",-14.7,132.27
"Cryptostylis erecta","New South Wales",-29.1,153.43
"Podolobium aestivum","New South Wales",-28.4,153.27
"Jacksonia rhadinoclona","Queensland",-20.67,145.17
"Tecticornia tenuis","New South Wales",-34.35,144.27
"Daviesia reclinata","Northern Territory",-12.85,135.08
"Maireana aphylla","New South Wales",-34.38,145.03
"Melichrus procumbens","New South Wales",-32.43,152.4
"Lygodium microphyllum","New South Wales",-29.12,153.43
"Archontophoenix alexandrae","Queensland",-16.18,145.43
"Echinopogon intermedius","New South Wales",-35.5417,149.5417
"Tricostularia undulata","Northern Territory",-12.78,136.37
"Alpinia modesta","Queensland",-17.17,145.55
"Dawsonia pulchra","New South Wales",-28.57,153.27
"Juncus flavidus","New South Wales",-34.28,144.32
"Grevillea parallela","Northern Territory",-14.52,134.92
"Calamus caryotoides","Queensland",-17.17,143.55
"Montia fontana","New South Wales",-35.82,147.85
"Dianella longifolia","New South Wales",-33.58,151.32
"Leptospermum brevipes","New South Wales",-36.3614,148.1664
"Daviesia wyattiana","New South Wales",-29.98,153.2
"Atriplex leptocarpa","New South Wales",-33.42,142.57
"Cryptostylis subulata","New South Wales",-35.15,150.27
"Empodisma minus","Tasmania",-42.9,147.23
"Acacia murrayana","New South Wales",-29.13,146.47
"Chenopodium nitrariaceum","New South Wales",-29.13,149.47
"Plantago cunninghamii","New South Wales",-34.57,143.92
"Duma florulenta","South Australia",-35.58,139.35
"Eucalyptus pyrocarpa","New South Wales",-29.62,153.3
"Microseris lanceolata","Australian Capital Territory",-35.52,148.78
"Ehrharta stipoides","Queensland",-28.3083,152.925
"Zieria adenodonta","New South Wales",-28.4,153.27
"Atriplex angulata","New South Wales",-34.32,143.1
"Tephrosia juncea","Queensland",-25.27,151.68
"Acacia melanoxylon","New South Wales",-30.27,150.17
"Acacia subtilinervis","New South Wales",-34.9,150.58
"Acacia fasciculifera","Queensland",-20.08,146.92
"Flindersia maculosa","Queensland",-20.83,144.33
"Sporobolus megalospermus","Queensland",-23.58,147.65
"Poa sieberiana","Australian Capital Territory",-35.53,148.92
"Hymenophyllum cupressiforme","New South Wales",-28.35,152.7
"Cyperus blakeanus","Northern Territory",-20.55,134.82
"Eucalyptus planchoniana","New South Wales",-29.98,153.2
"Phebalium squamulosum","New South Wales",-31.17,149.07
"Corymbia setosa","Queensland",-16.75,144.08
"Rytidosperma duttonianum","New South Wales",-35.83,147
"Utricularia dichotoma","Victoria",-37.1642,142.2669
"Corchorus sidoides","Northern Territory",-20.17,129.92
"Zieria laevigata","New South Wales",-33.5456,150.4558
"Carex lobolepis","New South Wales",-32,151.47
"Goodenia bellidifolia","New South Wales",-32.85,150
"Hibbertia monogyna","New South Wales",-34.08,151.05
"Actinobole uliginosum","New South Wales",-30.48,146.87
"Backhousia myrtifolia","New South Wales",-30.05,152.63
"Acacia umbellata","Northern Territory",-14.9,135.73
"Hibbertia cistiflora","New South Wales",-33.72,150.48
"Dianella revoluta","New South Wales",-33.58,151.32
"Davallia pyxidata","New South Wales",-28.27,153.5
"Eragrostis elongata","Queensland",-23.68,147.53
"Acacia oswaldii","New South Wales",-32.97,141.32
"Zornia dyctiocarpa","New South Wales",-31.43,152.93
"Synoum glandulosum","New South Wales",-34.07,151.07
"Acacia continua","South Australia",-31.97,134.85
"Antidesma erostre","Queensland",-17.5,145.5
"Hypolepis muelleri","New South Wales",-29.12,153.43
"Prostanthera walteri","New South Wales",-36.27,148.33
"Eucalyptus triflora","New South Wales",-35.25,150.18
"Yakirra australiensis","South Australia",-27.2,140.18
"Jagera pseudorhus","New South Wales",-30.43,152.82
"Dysoxylum fraserianum","New South Wales",-29.67,152.92
"Lachnagrostis filiformis","New South Wales",-34.37,144.27
"Hakea francisiana","South Australia",-31.8767,135.1711
"Boronia rosmarinifolia","New South Wales",-29.47,152.87
"Dawsonia pulchra","New South Wales",-28.48,152.78
"Corymbia eremaea","Northern Territory",-23.73,133.87
"Pomaderris cinerea","New South Wales",-35.72,149.88
"Atriplex nummularia","South Australia",-30.07,138.27
"Ruppia maritima","South Australia",-29.4,139.98
"Eucalyptus polyanthemos","New South Wales",-33.08,149.18
"Lythrum hyssopifolia","New South Wales",-33.73,150.48
"Xanthorrhoea glauca","New South Wales",-32.13,151.38
"Tripogon loliiformis","New South Wales",-32.7,141.62
"Ozothamnus vagans","New South Wales",-28.4,153.266667
"Minuria cunninghamii","New South Wales",-34.62,143.42
"Isolepis subtilissima","Victoria",-37.55,146.77
"Pelargonium australe","New South Wales",-35.73,149.28
"Grevillea mcgillivrayi","Queensland",-16.5,145
"Goodenia glabra","New South Wales",-33.92,145.97
"Acacia verniciflua","Victoria",-37.05,144.77
"Eriocaulon cinereum","Northern Territory",-20.63,135.17
"Potamogeton cheesemanii","New South Wales",-33.25,148.97
"Commelina cyanea","Queensland",-26.88,148.98
"Melaleuca bracteata","Queensland",-19.08,145.92
"Plinthanthesis urvillei","New South Wales",-33.75,150.27
"Pyrrosia rupestris","New South Wales",-32.13,151.38
"Limonium australe","New South Wales",-35.3,150.47
"Melaleuca capitata","New South Wales",-35.25,150.18
"Pterocladiella capillacea","New South Wales",-31.4431,152.9275
"Calamus moti","Queensland",-17.33,145.92
"Rhodomyrtus trineura","Queensland",-17.28,145.52
"Asperula pusilla","New South Wales",-36.42,148.52
"Sphaeranthus africanus","Northern Territory",-12.22,134.27
"Cycas arnhemica","Northern Territory",-12.92,135.08
"Poa costiniana","New South Wales",-36.43,148.3
"Eucalyptus blakelyi","New South Wales",-33.13,149.13
"Dawsonia longiseta","New South Wales",-34.13,151
"Streptoglossa liatroides","Northern Territory",-22.77,137.95
"Brunoniella australis","New South Wales",-30.43,149.87
"Homoranthus virgatus","New South Wales",-29.3533,153.2786
"Corymbia eremaea","Northern Territory",-24,132.73
"Eucalyptus woollsiana","New South Wales",-30.37,149.73
"Atriplex eardleyae","New South Wales",-33.88,144.88
"Machaerina planifolia","New South Wales",-29.27,151.67
"Calamagrostis minor","Victoria",-37.63,141.3
"Corymbia ferruginea","Northern Territory",-14.87,135.73
"Grevillea sphacelata","New South Wales",-34.45,150.45
"Dillwynia ramosissima","Victoria",-38.87,144.23
"Leptospermum lanigerum","Victoria",-36.9125,145.64
"Acacia torulosa","Northern Territory",-13.47,134.53
"Acacia difficilis","Northern Territory",-12.47,133.32
"Cynodon dactylon","New South Wales",-33.73,144.92
"Acacia difficilis","Northern Territory",-13.73,132.67
"Acacia aneura","South Australia",-29.95,139.55
"Eragrostis lacunaria","New South Wales",-32.03,150.73
"Hovea heterophylla","New South Wales",-35.77,148.02
"Allocasuarina nana","New South Wales",-35.18,150.15
"Zeuxine oblonga","New South Wales",-28.27,153.5
"Eucalyptus tintinnans","Northern Territory",-13.22,132.32
"Corymbia pauciseta","Northern Territory",-14.9,135.73
"Stylidium laricifolium","New South Wales",-35.17,150.25
"Ozothamnus obcordatus","New South Wales",-31.27,149.15
"Boronia algida","New South Wales",-36.27,148.33
"Eucalyptus consideniana","New South Wales",-34.915,150.48
"Solanum rixosum","New South Wales",-28.35,152.7
"Pomaderris phylicifolia","New South Wales",-33.95,149.97
"Elaeocarpus bancroftii","Queensland",-17,145.58
"Olearia ramulosa","New South Wales",-33.08,149.18
"Alternanthera denticulata","New South Wales",-33.87,151.07
"Podocarpus grayae","Queensland",-17,145.83
"Goodenia fascicularis","New South Wales",-34.35,144.27
"Eucalyptus persistens","Queensland",-17.92,144.92
"Cyperus blakeanus","Northern Territory",-22.37,131.5
"Acacia rigens","South Australia",-32.48,135.38
"Allocasuarina nana","New South Wales",-35.12,150.33
"Acacia producta","Northern Territory",-13.25,133.2
"Grevillea anethifolia","New South Wales",-33.0228,146.0694
"Eucalyptus umbrawarrensis","Northern Territory",-14.67,133.07
"Calycopeplus casuarinoides","Northern Territory",-12.85,134.53
"Codonocarpus cotinifolius","New South Wales",-30.02,143.18
"Lindsaea ensifolia","Northern Territory",-12.87,132.78
"Atriplex muelleri","South Australia",-26.18,140.42
"Petermannia cirrosa","New South Wales",-28.58,153.33
"Acacia baeuerlenii","New South Wales",-29.5,153.25
"Euphorbia multifaria","New South Wales",-32.77,144.75
"Lindsaea dimorpha","New South Wales",-29.15,153.43
"Myriocephalus rhizocephalus","New South Wales",-34.62,145.42
"Tortula truncata","New South Wales",-28.48,152.78
"Acacia blakei","Queensland",-28,152.68
"Leptospermum scoparium","New South Wales",-37.3656,149.9417
"Oreobolus distichus","New South Wales",-32,151.47
"Eucalyptus sabulosa","Victoria",-37.07,142.45
"Ozothamnus whitei","New South Wales",-28.57,153.28
"Acacia rigens","New South Wales",-32.22,146.15
"Persicaria lapathifolia","New South Wales",-29.13,149.47
"Dicranopteris linearis","Northern Territory",-12.42,136.82
"Lindsaea ensifolia","Northern Territory",-11.2,136.65
"Sprengelia incarnata","New South Wales",-35.18,150.15
"Wahlenbergia gracilis","New South Wales",-33.55,150.42
"Solanum inaequilaterum","New South Wales",-28.55,153.27
"Xyris gracilis","New South Wales",-29.1,153.43
"Eucalyptus crebra","Queensland",-25.5,151.17
"Lygodium microphyllum","Northern Territory",-11.18,136.7
"Crotalaria montana","New South Wales",-29.65,152.78
"Chlorodesmis caespitosa","Queensland",-16.7219,145.6431
"Kali tragus","New South Wales",-33.9,146.03
"Sclerolaena convexula","New South Wales",-29.07,141.5
